BE TOP BLADE CH 3 PIECE
BEEF
BEEF CHUCK ROLL AMEICAN WAGYU 2MM 20#
BEEF CHUCK ROLL CUBE SLICE WAGYU 2.5MM
BEEF CHUCK ROLL SLICE WAGYU 2.5MM
BEEF CROSS RIB WAGYU 2.5MM 30#
BEEF CROSS RIB WAGYU 2MM 20#
BEEF FAT
BEEF FEET CUT-SAMURAI CUT
BF 2 CUT SR AIS 0RG. NET
BF ANGUS BRISKET POINT
BF ANGUS BRISKET POINT -TRAY PACK
BF BACK RIB 3 PIECE CUT PRIME
BF BACK RIB HALF CUT-50#
BF BACK RIB INDIVIDUAL CUT-50#
BF BACK RIBS INDIVIDUAL CUT 30#
BF BNLS BEEF FINGER MET
BF BOOK TRIPES
BF BRISKET POINT SLICE 1.5MM TRAY PACK
BF BRISKET ROLL-ANGUS
BF CHUCK EYE STEAK
BF CHUCK ROLL SLICE 2.7MM 40#
BF CHUCK SLICE 2.5MM 40#
BF CLOD SLICED-2.5MM 20#
BF CLOD SLICED-2MM 30#
BF CROSS RIB ROLL CUT SLICE SHABU
BF FEMUR BONE 50#
BF FEMUR BONE CUT 2.5 2PTS
BF JUMULEOK
BF LEG BONE -COW 50#
BF LEG BONE 50#
BF RIB EYE SLICE 2.5MM 20#
BF RIB EYE SLICE 2.7MM 40#
BF RIB EYE SLICE 3MM TRAY PACK
BF SHORT PLATE ROLL CUT SLICE SHABU
BF TONGUE PLD TRD VAC
BF TONGUE SKDJMB.RYL
BF TONGUE TIP
BF TOP BLADE TENDON
BF TOP BRISKET SLICE FOAM FLAT TRAY PK CATCH
BF WAGYU BONE CUT
BF- ANGUS TOP BRISKET#1
BF- PRIME TOP BRISKET#1
BF-CHUCK FLAP SLICE 10MM VAC
BF-CHUCK FLAP VAC.PK
BF-CLOD HEART XT CAB-CHOICE
BNLS BEEF CLOD END PIECE
BNLS BEEF SHORT PLATE SLICE 1.5MM
BNLS BF CHUCK ROLL SLICED
BOTTOM SR #3
BRISKET POINT SLICE CONTAINER SHABU CATCH.NO PACKS.SAFE 1
BRISKET POINT VAC.
BRISKET ROLL
BRISKET ROLL-ANGUS
CH SR 1.2 CUT CC
CHAMPS-SD 3 8 SR CHOICE ETE 0RG. NET
CHAMPS-SD PRIME TOP BRISKET
CHIX FEET
CHIX GIZZARD
DTLA 3.8 SR AIS- ORG-NET
DTLA 7 16 SR ETE- ORG-NET
FIO CLOD 1.2 CUT
GOMEATBF CHUCK ROLL 8 PIECE
HC TRIPES
JAINE- 1.2 SR CHOICE CENTER CUT-30#
KOGI-MORE 1.5 SR ANGUS-CHOICE AIS. ORG-NET
KOGI-MORE 3.8 SR ANGUS-CHOICE AIS. ORG-NET
LAMB ROLL SLICE CONTAINER SHABU CATCH NO PACKS.SAFE
LARGE INTESTINE INVETED
LEG TENDON
LG INTESTINES
MARINADE SLICE BNLS BEEF BRISKET. 30#
MARINADE SLICE BNLS BEEF CLOD. 30# OUTER
MARINATED BEEF CLOD 30# MGD SPEC
MARINATED BNLS BEEF CHUCK CLOD. 30#
MARINATED BNLS BEEF CHUCK FLAP TAIL. 30# OUTER
MARINATED BNLS BEEF RIB FINGERS. 30#
MARINATED SR 2.5#
MARINATED SR 5#
MEATY BACK RIBS
MEATY BACK RIBS HALF CUT ADAMS
MGD-NRG-VERTICAL 1 C UT SR ETE-AIS 0RG
MOANA 3 8 SR ETE 0RG. NET
MOANA SKIN ON PORK BELLY.1 2 NET
MODU-BNLS BEEF BRISKET END
MYUNG S 1.2 15MM SR NR AIS 0RG. NET
MYUNG S 3.4 SR AIS-ETE- ORG-NET
ON-TRADING 1.2 SR CHOICE AIS 0RG. NET
ON-TRADING 1.5 SR CHOICE AIS 0RG. NET
ON-TRADING 7.16 SR CHOICE AIS 0RG. NET
ON-TRADING 9.16 SR CHOICE AIS 0RG. NET
ONT.BEEF BULGOGI MARINATED 5#
ONT.CLOD MARINATED 5#
ONT.PORK BELLY HONEYCOMB..5#
ONT.RIBEYE MARINATED 5#
ONT.SOY CHICKEN.5#
ONT.SPICY CHICKEN.5#
ONT.SPICY PORK.5#
OOK-OOK 3 8 SR AIS 0RG. NET
OOK-OOK PR CHUCK ROLL SLICE-1.5MM.-40#
PK BELLY BELLY HONEY COMB
PK BELLY BELLY TRAY PACK 7MM
PK BELLY SLICE 3MM 30#
PK BELLY SLICE 6MM 50#
PK BELLY SLICE 7MM BULK ORG.WT#
PK BELLY SLICE TRAY PK 2.5MM 30#
PK BELLY THIN SLICE CONTAINER SHABU CATCH NO PACKS.SAFE
PK BUTT BLOCK VC PK NET#
PK BUTT ROLL BLOCK NET#
PK BUTT SLICE -3MM TRAY PACK20#
PK BUTT SLICE 10MM 30#
PK BUTT SLICE 3MM 20#
PK BUTT SLICE 3MM 30#
PK BUTT SLICE.ADAMS
PK BUTT THIN SLICE CONTAINER SHABU CATCH NO PACKS.SAFE
PK COLLAR BUTT CT 2.5MM 50#
PK COLLAR BUTT THIN SLICE CONTAINER SHABU CATCH NO PACKS.SAFE
PK COLLAR CT SLICE -3MM TRAY PACK20#
PK COLLAR SLICE -3MM 40#
PK FEET TRAY PKS
PK FEMUR BONE 50#
PK HOCK TRAY PKS
PK LOIN SLICE 2MM 30#
PORK BELLY BULK PK
PORK BELLY SHABU SHABU.SAFE
PORK NECK BONE 30#
PORK NECK BONE2.8 CUT 30#
PRE MARINADE BNLS CHICKEN. 30#
PRIME- TOP BRISKET
Q BBQ WAGYU-BF SHT PLATE 1 2 NET
R01A MJGE.10LBS.3.8=7.16
R02A MJGE.10LBS.1.4
R02A MJGE.10LBS.1.4=4.16
RED SAUCE 샘표고추장
RIB EYE SLICE CONTAINER SHABU NO PACKS.CATCH 1
S23 SR 3.8 INCH BULK 20-25#
SD 1.5 SR AIS ORG. NET
SD 3 8 SR AIS 0RG. NET
SD ANGUS TOP BRISKET
SD PK BELLY CROSS CUT
SHB BF CHUCK EYE PRIME
SHB BF CHUCK ROLL PRIME
SHB BF SHORT PLATE 9 X 12
SHB BF SHORT PLATE BLOCK CROSS CUT
SHB BF SHT PLATE CROSS CUT
SHB BF SHT PLATE ROLL BLOCK
SHB BLADE MEAT
SHB BNLS LAMB ROLL
SHB CHIX THIGH
SHB CROSS RIB
SHB CROSS RIB - 1 PC
SHB FLAT IRON
SHB FLAT IRON ANGUS
SHB FLAT IRON PRIME
SHB NON P12 PK COLLAR BUTT CT
SHB PK COLLAR BUTT CT
SHB PORK BELLY 1.2 CUT
SHB PORK BELLY CROSS CUT
SHB PORK BELLY ROLL 1.2 CUT
SHB PORK BUTT
SHB PORK BUTT ROLL
SHB RIB EYE BLOCK
SHB RIB EYE BLOCK-G
SHB WAGYU KNUCKLE
SHORT PLATE SLICE CONTAINER SHABU NO PACKS.CATCH 1
SKIN-ON PK BELLY 1.2 INCH CUT
SMALL INTESTINES
SPICY GOCHUJANG CHICKEN. 30# OUTER
SPICY GOCHUJANG PK BELLY. 30# OUTER
SPICY GOCHUJANG PK BELLY. 30# OUTER SEMPIO ING
SPICY PORK.5#
SR-1.2 CUT-CHOICE ETE 50#
SR-1.4-CENTER CUT -50#
SR-2-CENTER CUT NET#
SR-3.8 CUT ETE 50#
SR-3.8-CENTER CUT-NR 50#
SR-5.16-CUT ETE-50#
SR-ANGUS-CHOICE-3 CUT -ETE-NET
SR-CHOICE-2.5 CUT -ETE-NET
SS PK BELLY BULGOGI 30#
TEXAS 5GAL BLK SAUCE
TOKYO HAUS 7 16 SR ETE- ORG-NET
TOP BLADE SLICE CONTAINER SHABU CATCH NO PACKS.SAFE 1
TOP BRISKE PRIME
TOP BRISKET#1 VAC
VAC TOP BRISET#1
W-12 AMERICAN AKAUSHI RIB EYE STEAK
W-80 AMERICAN AKAUSHI WAGYU STRIPLOIN 1
W-89 AMERICAN AKAUSHI WAGYU TENDERLOIN
W-89 AMERICAN AKAUSHI WAGYU TENDERLOIN 1
W.BNLS SHANK MEAT
WABA BF-CLOD ROLL PRIME
WABA BF-CLOD XT CHOICE- SLICE-3.2MM 50#
WABA BF-CLOD XT PRIME- SLICE-2.7MM 50#
WABA BF-CLOD XT- SLICE-3.3MM 50#
WAGYU BRISKET SHABU BULK
WAGYU CHUCK SHABU BULK
WAGYU CROSS RIB NET
WAGYU SHANK MEAT
WAGYU SHORT PLATE SHABU BULK
WTR. BNLS BF SR 0.5#.
WTR. BNLS BF SR 20#.OUTER
WTR. PORK BELLY THIN SLICE 1#
WTR. PORK BELLY THIN SLICE 30#
WTR.AM.WG.CRS.CHADOL.1#
WTR.AM.WG.CRS.CHADOL.20#
WTR.AM.WG.CRS.SHB.1#
WTR.AM.WG.CRS.SHB.20#
WTR.CHIX TERI 1#
WTR.CHIX TERI 30#
WTR.MARI.SR.INDIV.1#
WTR.MARI.SR.INDIV.20#
WTR.MARINATED BNLS RIB FINGER.1#
WTR.MARINATED BNLS RIB FINGER.20#
WTR.MARINATED BNLS SR.1#
WTR.MARINATED BNLS SR.20# OUTER
WTR.MARINATED CLOD.1#
WTR.MARINATED CLOD.30#
WTR.MARINATED RE.2# OUTER (1)
WTR.MARINATED SR.3#
WTR.MARINATED SR.3.10 OUTER
WTR.SPICY GOCHUJANG PK. 2# OUTER
WTR.SPICY PORK 1#
WTR.SPICY PORK 30#
WTR.SS HC PK CT 2# OUTER
WTR.XX MARINATED.SR.3#
X01A BF TONGUE SKDJMB.RYL
